Position.bp. Rate.cM.Mb. Map.cM.
2920042 3.127166 5.710777
2920158 0.512981 5.71114
2920431 0.274428 5.71128
2921860 0.195351 5.711672
2921909 0.195506 5.711681
2922744 0.18567 5.711845
2923384 0.183893 5.711963
2924666 0.199347 5.712199
2925422 0.697973 5.71235
2925497 0.698153 5.712402
2925522 0.838685 5.71242
2925539 0.993485 5.712434
2926379 1.068828 5.713268
2926555 1.131554 5.713457
2927624 1.131416 5.714666
2927678 1.142203 5.714727
2927748 1.142053 5.714807
2928421 1.287539 5.715576
2928976 1.20564 5.71629
2931327 1.205767 5.719125
2931414 1.206567 5.71923
2931440 1.207231 5.719261
2932116 1.207352 5.720077
2932446 1.207286 5.720476
2933733 1.832475 5.722029
2934312 1.372216 5.72309
2935754 1.222941 5.725069
2936480 1.210174 5.725957
2936815 1.768459 5.726362
2936870 1.756495 5.72646
2937312 1.736346 5.727236
2937550 1.065244 5.727649
2937551 1.041459 5.72765
2938265 0.591327 5.728394
2938697 0.5046 5.728649
2938989 0.499777 5.728797
2939409 0.352064 5.729007
2941737 0.208481 5.729826
2943183 0.049918 5.730128
2944527 0.049271 5.730195
2949028 0.051393 5.730417
2950334 0.054696 5.730484
2951244 0.061109 5.730533
2951834 0.069144 5.73057
2952840 0.076993 5.730639
2956666 0.076149 5.730934
2957600 0.074716 5.731005
2961402 0.168927 5.731289
2967039 0.205684 5.732241
2970464 0.24735 5.732946
2970602 0.329065 5.73298
2970930 0.416986 5.733088
2972485 0.424085 5.733736
2972497 0.424001 5.733741
2972524 0.427459 5.733753
2973322 4.486721 5.734094
2973433 0.434549 5.734592
2973576 0.434377 5.734654
2974212 0.434585 5.73493
2974742 0.422945 5.73516
2974852 0.413168 5.735207
2976298 0.413803 5.735804
2976816 1.05817 5.736019
2976941 1.261099 5.736151
2981499 1.241809 5.741899
2981841 1.316866 5.742324
2982621 1.413012 5.743351
2989826 3.814247 5.753532
2991933 3.727867 5.761568
2992504 3.72612 5.763697
2993638 3.723804 5.767922
2994717 3.719019 5.77194
2996196 4.098682 5.777441
2996602 5.037359 5.779105
3000465 5.039417 5.798564
3000924 5.067141 5.800877
3001253 5.068805 5.802544
3002072 5.104887 5.806696
3002314 5.125153 5.807931
3004357 5.12065 5.818402
3006131 6.765668 5.827486
3006283 10.305826 5.828514
3013690 7.823801 5.904849
3014693 7.699525 5.912697
3015523 5.374139 5.919087
3020246 3.304019 5.944469
3024265 3.003808 5.957748
3025712 2.919311 5.962095
3025986 2.923465 5.962895
3037613 2.58441 5.996886
3038530 2.568072 5.999256
3039148 2.565868 6.000843
3040764 2.569221 6.004989
3041221 2.572442 6.006163
3043121 2.60713 6.011051
3044181 2.623964 6.013815
3044977 2.727988 6.015903
3046463 2.833278 6.019957
3047252 2.845264 6.022192
3049713 2.845695 6.029195
3050594 2.849078 6.031702
3054106 2.869811 6.041708
3055876 8.810987 6.046787
3057141 9.426605 6.057933
3057661 9.5293 6.062835
3061655 9.942087 6.100895
3062361 10.001663 6.107914
3072482 9.957588 6.209141
3072692 0.675939 6.211232
3072956 0.57302 6.21141
3073883 0.559082 6.211942
3074306 0.524538 6.212178
3077514 0.528321 6.213861
3080855 0.388973 6.215626
3083712 0.372426 6.216737
3086464 0.369261 6.217762
3086496 0.36629 6.217774
3087373 0.365004 6.218095
3088742 0.357803 6.218595
3089060 0.338527 6.218709
3089849 0.338349 6.218976
3089936 0.328682 6.219005
3090218 0.313534 6.219098
3092690 0.29663 6.219873
3094550 0.294555 6.220425
3094708 0.292139 6.220471
3094831 0.28945 6.220507
3095126 0.287553 6.220593
3095491 0.285752 6.220698
3096355 0.285042 6.220944
3097073 0.28435 6.221149
3098715 0.727716 6.221616
3099138 10.126193 6.221924
3099607 10.126193 6.226673
3100827 9.973407 6.239027
3101353 7.901533 6.244273
3101722 5.648234 6.247189
3101762 3.210552 6.247415
3101863 1.081702 6.247739
3102674 1.09038 6.248616
3103312 1.542424 6.249312
3103826 1.570085 6.250105
3104630 1.930459 6.251367
3105160 3.007221 6.25239
3105276 4.479596 6.252739
3105493 4.487427 6.253711
3105505 4.49464 6.253765
3105563 4.499351 6.254026
3105909 4.64343 6.255582
3106383 6.26282 6.257783
3106397 7.510868 6.257871
3106954 6.607687 6.262055
3107280 6.576786 6.264209
3107287 2.739911 6.264255
3107384 2.730641 6.26452
3107386 1.806782 6.264526
3108416 1.821443 6.266387
3108496 2.243269 6.266533
3108517 2.668527 6.26658
3109151 21.327855 6.268272
3109782 21.329972 6.281729
3110250 21.329972 6.291712
3110292 21.329972 6.292608
3110417 21.427609 6.295274
3110735 21.429297 6.302088
3111669 21.410976 6.322103
3111748 6.587752 6.323794
3112417 6.571997 6.328202
3112979 6.565823 6.331895
3113680 14.454334 6.336498
3114537 14.467234 6.348885
3114952 15.672922 6.354889
3115721 16.1987 6.366941
3116361 22.103542 6.377309
3116600 22.112357 6.382591
3116658 22.112357 6.383874
3117440 22.112357 6.401166
3117678 22.019503 6.406428
3118316 13.70677 6.420477
3118326 4.94772 6.420614
3119729 4.935366 6.427556
3120130 4.928155 6.429535
3120632 4.846925 6.432009
3124155 2.011487 6.449084
3124308 2.011619 6.449392
3127137 2.644611 6.455083
3127633 2.738614 6.456395
3127925 3.278663 6.457194
3130016 1.726739 6.46405
3130380 1.714839 6.464679
3131235 1.746037 6.466145
3133307 1.512971 6.469763
3133422 1.352528 6.469937
3133439 1.189371 6.46996
3134331 0.615317 6.47102
3135067 0.540182 6.471473
3135175 0.506593 6.471532
3135593 0.506328 6.471743
3135701 0.503066 6.471798
3136733 0.503066 6.472317
3137199 0.471406 6.472552
3137352 0.439312 6.472624
3137397 0.419574 6.472644
3137675 0.390853 6.47276
3137699 0.358915 6.47277
3137845 0.26985 6.472822
3137913 0.269852 6.47284
3137956 0.179826 6.472852
3138111 0.140416 6.47288
3138136 0.099567 6.472883
3138476 0.082355 6.472917
3138995 0.082356 6.47296
3139228 0.068396 6.472979
3139916 3.248406 6.473026
3140247 0.299988 6.474101
3140464 0.190095 6.474167
3140545 0.172087 6.474182
3140812 0.179619 6.474228
3140990 0.214269 6.47426
3141031 0.262205 6.474269
3141112 0.28292 6.47429
3141167 0.388659 6.474305
3141371 0.628756 6.474385
3141461 0.946149 6.474441
3141616 1.028117 6.474588
3143009 1.041739 6.47602
3143015 1.052295 6.476026
3143384 1.035774 6.476415
3144068 1.022335 6.477123
3144826 1.031233 6.477898
3145621 1.031094 6.478718
3146155 1.052689 6.479269
3146497 1.188214 6.479629
3146599 1.239195 6.47975
3147030 2.912068 6.480284
3147232 5.382206 6.480872
3147806 5.404723 6.483961
3147825 5.635706 6.484064
3147899 5.678274 6.484481
3148113 4.289151 6.485696
3148697 3.743994 6.488201
3149145 11.905076 6.489879
3149408 40.435826 6.49301
3150345 40.436112 6.530898
3150696 12.243211 6.545091
3151081 12.243211 6.549805
3151345 12.190869 6.553037
3152652 4.303243 6.56897
3152968 2.914374 6.57033
3153237 2.906378 6.571114
3153294 2.881036 6.57128
3155102 2.874652 6.576489
3157425 2.856876 6.583166
3157614 2.768822 6.583706
3161353 2.76093 6.594059
3162209 4.619017 6.596422
3163952 11.574295 6.604473
3165267 26.874166 6.619694
3168280 11.364647 6.700665
3168338 11.364647 6.701325
3169088 4.249902 6.709848
3171929 4.368051 6.721922
3172062 4.445014 6.722503
3172702 4.228692 6.725348
3175371 4.03363 6.736634
3175638 0.681542 6.737711
3177480 0.631306 6.738967
3178111 0.521079 6.739365
3178850 0.496402 6.73975
3179886 0.606108 6.740264
3180158 0.5781 6.740429
3180371 0.328271 6.740552
3180633 0.252245 6.740638
3181415 0.227788 6.740836
3181699 0.219504 6.7409
3181922 0.210911 6.740949
3182255 0.281964 6.741019
3182407 0.419737 6.741062
3184855 0.257973 6.74209
3185071 0.157193 6.742145
3185594 0.145175 6.742228
3187789 0.145149 6.742546
3188079 0.130157 6.742588
3188143 0.116084 6.742597
3188297 0.116084 6.742615
3188309 0.106118 6.742616
3188505 0.100723 6.742637
3189006 0.09913 6.742687
3189611 0.098722 6.742747
3189935 0.098336 6.742779
3191130 0.098336 6.742897
3191738 0.10971 6.742957
3191909 0.119416 6.742975
3192442 0.119419 6.743039
3192526 0.932876 6.743049
3192872 0.932889 6.743372
3192959 0.947149 6.743453
3193103 0.947327 6.743589
3194639 1.093057 6.745044
3194916 1.913289 6.745347
3195540 6.97547 6.746541
3196680 8.997061 6.754493
3197480 0.99076 6.761691
3197747 0.972812 6.761955
3199217 0.973501 6.763385
3199291 0.97614 6.763457
3199484 0.570616 6.763646
3199634 0.654936 6.763731
3199727 0.980838 6.763792
3199999 0.84183 6.764059
3200337 0.838972 6.764344
3200376 0.835173 6.764376
3200758 0.832609 6.764695
3201070 0.603911 6.764955
3201133 0.450455 6.764993
3201459 0.450439 6.76514
3202445 0.451597 6.765584
3203010 0.45063 6.765839
3203121 0.450873 6.765889
3203137 0.450823 6.765897
3204472 0.450723 6.766498
3204495 0.459315 6.766509
3204534 0.467206 6.766527
3207180 0.931268 6.767763
3208042 1.021912 6.768566
3208323 1.021998 6.768853
3208375 1.162717 6.768906
3208830 1.358106 6.769435
3209226 1.67579 6.769973
3209496 3.299544 6.770425
3209504 3.305845 6.770452
3209608 3.393548 6.770795
3209631 3.443942 6.770874
3209767 3.413821 6.771342
3209923 3.414528 6.771874
3210118 3.414528 6.77254
3210305 3.332353 6.773179
3210400 3.252203 6.773495
3210600 3.195882 6.774146
3210950 3.21112 6.775264
3211458 3.439379 6.776896
3211550 3.768865 6.777212
3211753 4.078244 6.777977
3212193 3.402455 6.779772
3212314 0.565252 6.780183
3212428 0.564888 6.780248
3212753 0.46578 6.780431
3212922 0.465631 6.78051
3212946 0.45048 6.780521
3213610 0.45001 6.78082
3213749 0.449887 6.780883
3213812 0.449949 6.780911
3214170 1.714564 6.781072
3214732 0.423317 6.782036
3215320 0.42279 6.782285
3215346 0.422544 6.782296
3217151 7.232017 6.783058
3217525 0.458497 6.785763
3218329 0.459768 6.786132
3218923 0.461009 6.786405
3219497 0.461003 6.78667
3219901 0.459574 6.786856
3219950 0.457796 6.786878
3219997 0.457833 6.7869
3220101 0.455557 6.786947
3220160 0.453 6.786974
3221083 0.452138 6.787392
3221371 0.454448 6.787523
3221529 0.454378 6.787594
3221621 0.454262 6.787636
3221837 0.476253 6.787734
3222113 0.536344 6.787866
3222334 0.683612 6.787984
3222470 0.815428 6.788077
3222627 1.216123 6.788205
3222706 1.773648 6.788301
3223280 1.625794 6.78932
3223533 1.180315 6.789731
3223764 1.165911 6.790004
3223955 1.162685 6.790226
3224195 1.162684 6.790505
3224210 1.160491 6.790523
3225335 1.163638 6.791828
3225757 1.203216 6.792319
3225940 1.285675 6.792539
3226616 1.28966 6.793409
3226833 1.288015 6.793688
3226929 1.287496 6.793812
3227188 1.287577 6.794146
3227416 1.227022 6.794439
3228915 1.046946 6.796278
3229134 1.047208 6.796508
3229185 0.888128 6.796561
3229258 0.75057 6.796626
3229471 0.75178 6.796786
3229706 0.751763 6.796962
3229990 0.744923 6.797176
3230477 0.714553 6.797539
3230544 0.577562 6.797587
3231524 0.568446 6.798153
3232378 0.567677 6.798638
3233631 0.568369 6.799349
3233938 0.568306 6.799524
3234867 0.618151 6.800052
3235556 0.618262 6.800478
3236041 2.587518 6.800778
3237174 2.773086 6.803709
3237209 2.986022 6.803806
3237552 2.986331 6.804831
3240199 9.26849 6.812735
3240345 9.280171 6.814089
3241135 9.019024 6.82142
3241294 9.012428 6.822854
3242061 1.885168 6.829766
3243017 1.347273 6.831569
3248098 1.069036 6.838414
3248196 1.069055 6.838519
3248541 1.051482 6.838888
3249242 1.136015 6.839625
3250423 1.213587 6.840966
3250942 1.268429 6.841596
3251159 1.327384 6.841872
3251487 1.290552 6.842307
3251975 1.157191 6.842937
3252007 1.037487 6.842974
3252104 0.913074 6.843074
3253615 1.946023 6.844454
3253678 2.958561 6.844577
3253839 2.259509 6.845053
3253889 1.507803 6.845166
3253941 0.564407 6.845244
3254356 0.54161 6.845479
3254369 0.51828 6.845486
3255539 0.535256 6.846092
3256108 5.616418 6.846397
3256202 5.722992 6.846925
3257059 9.002689 6.851829
3257739 9.00721 6.857951
3258051 9.004125 6.860761
3258542 8.603268 6.865182
3258661 5.020663 6.866206
3258688 1.926693 6.866342
3258695 1.800327 6.866355
3259029 1.795012 6.866956
3259113 1.798948 6.867107
3259183 1.80253 6.867233
3259369 1.803747 6.867568
3259677 1.806753 6.868124
3259954 1.804407 6.868624
3260764 1.80645 6.870086
3261516 1.84605 6.871444
3261682 1.824456 6.871751
3261925 1.813974 6.872194
3264190 18.797871 6.876303
3269828 18.797871 6.982285
3273063 18.773236 7.043096
3275149 13.431799 7.082257
3275822 8.818692 7.091297
3276138 6.389202 7.094084
3276374 2.858953 7.095591
3276439 1.904013 7.095777
3276740 0.843361 7.09635
3277560 0.841813 7.097042
3278151 0.842452 7.097539
3278959 0.844891 7.09822
3279268 0.846581 7.098481
3280021 0.847249 7.099119
3280253 0.846047 7.099315
3283528 0.807952 7.102086
3285150 0.748926 7.103397
3285304 0.705402 7.103512
3285628 0.678539 7.10374
3285860 0.67818 7.103898
3286253 0.672498 7.104164
3288537 0.655884 7.1057
3289524 0.653191 7.106348
3289729 0.649527 7.106482
3289971 0.651528 7.106639
3290713 0.650908 7.107122
3291139 0.650376 7.1074
3292876 1.064521 7.108529
3292971 2.875953 7.10863
3292984 4.633025 7.108668
3293665 26.983015 7.111823
3294422 27.045542 7.132249
3294972 2.176153 7.147124
3296951 2.100222 7.151431
3297281 2.08668 7.152124
3297386 2.082975 7.152343
3297638 2.084942 7.152868
3300086 2.090278 7.157972
3300121 2.092077 7.158045
3300807 2.101385 7.15948
3301034 2.105732 7.159957
3301130 2.107597 7.160159
3301203 2.109602 7.160313
3301578 2.112802 7.161104
3302677 2.115764 7.163426
3302871 2.079588 7.163837
3302888 2.050082 7.163872
3303490 2.053472 7.165106
3303633 2.046256 7.1654
3303938 1.935548 7.166024
3304022 1.823069 7.166186
3304336 0.655158 7.166759
3305016 0.328901 7.167204
3308034 0.323204 7.168197
3308498 0.322115 7.168347
3308957 0.313222 7.168495
3311363 0.290129 7.169248
3311684 0.269222 7.169342
3312256 0.266934 7.169496
3312326 0.260824 7.169514
3312914 0.265655 7.169668
3314346 0.26133 7.170048
3314596 0.372425 7.170113
3316675 0.421846 7.170888
3316756 0.474754 7.170922
3317780 0.477796 7.171408
3317887 0.484807 7.171459
3318333 0.497339 7.171675
3318434 0.516093 7.171726
3318532 0.544465 7.171776
3318714 0.708472 7.171875
3319777 2.361046 7.172628
3319807 3.554226 7.172699
3320064 4.930054 7.173613
3320476 5.864689 7.175644
3320799 3.531319 7.177538
3324209 3.378162 7.18958
3326796 3.374489 7.198319
3328358 3.453564 7.20359
3329384 6.999935 7.207133
3332683 6.997614 7.230226
3333595 7.588617 7.236608
3334892 8.593427 7.246451
3336200 8.639608 7.257691
3337308 8.645098 7.267263
3337636 8.642011 7.270099
3339339 8.636799 7.284816
3340116 8.635096 7.291527
3340235 8.636715 7.292555
3340855 8.621332 7.297909
3342804 8.607199 7.314712
3344215 8.600475 7.326857
3346348 8.587978 7.345202
3349513 8.251222 7.372383
3352227 8.239485 7.394777
3356027 6.744179 7.426087
3356405 5.381326 7.428636
3356795 0.777015 7.430735
3362256 0.525558 7.434978
3368143 0.444262 7.438072
3373967 0.464404 7.440659
3374360 0.50186 7.440842
3375181 0.740272 7.441254
3375933 0.938541 7.441811
3376533 0.967929 7.442374
3377288 1.280987 7.443105
3377343 1.503605 7.443175
3377442 1.530148 7.443324
3379385 1.587044 7.446297
3380057 1.96018 7.447363
3380557 2.135077 7.448344
3381489 2.341427 7.450333
3381698 2.355907 7.450823
3382135 2.279666 7.451852
3382180 1.76414 7.451955
3382268 1.694198 7.45211
3382330 1.199723 7.452215
3383038 0.586088 7.453065
3389273 0.431046 7.456719
3389727 0.409701 7.456915
3395039 0.436923 7.459091
3396609 0.659539 7.459777
3400294 0.753267 7.462207
3404227 8.816502 7.46517
3405296 8.843287 7.474595
3406791 8.82648 7.487815
3407007 8.569068 7.489722
3407101 8.558274 7.490527
3410221 6.662472 7.517229
3411413 5.891981 7.525171
3411966 3.651879 7.528429
3423467 0.604485 7.570429
3432025 0.604849 7.575603
3434110 0.60486 7.576864
3434517 0.608361 7.57711
3434984 0.620872 7.577394
3438354 0.620907 7.579486
3441264 1.047789 7.581293
3441382 1.305804 7.581417
3441383 1.556499 7.581418
3445408 1.557039 7.587683
3446813 1.559565 7.589871
3450637 1.675407 7.595834
3450985 1.739865 7.596418
3451005 1.807423 7.596452
3451039 1.872036 7.596514
3452368 1.893356 7.599002
3453947 2.169684 7.601991
3454592 2.40812 7.603391
3455757 2.440655 7.606196
3455995 2.720068 7.606777
3456296 5.669594 7.607596
3456483 5.814359 7.608656
3456592 6.569351 7.60929
3456871 6.727078 7.611123
3457295 7.104813 7.613975
3457311 7.479137 7.614089
3457377 8.027221 7.614582
3458681 7.976355 7.62505
3459143 7.934055 7.628735
3464451 7.159477 7.670849
3466629 7.133778 7.686442
3466713 7.104264 7.687041
3470122 7.581071 7.71126
3472393 9.719195 7.728476
3472928 9.997444 7.733676
3473345 10.062351 7.737845
3474468 10.062351 7.749145
3474525 10.062351 7.749719
3474605 9.303309 7.750524
3474626 8.47491 7.750719
3474777 7.928562 7.751999
3475201 5.996647 7.75536
3475370 4.265225 7.756374
3476222 4.265225 7.760008
3476279 4.165322 7.760251
3477902 0.492462 7.767011
3478487 0.49449 7.767299
3478596 0.498186 7.767353
3479335 0.500811 7.767721
3479742 0.504357 7.767925
3480149 0.505036 7.768131
3481969 0.509821 7.76905
3482334 0.526287 7.769236
3482395 0.556822 7.769268
3482525 0.68896 7.76934
3482588 0.689191 7.769384
3482704 2.115435 7.769464
3483342 2.339409 7.770813
3483361 2.473216 7.770858
3483500 2.582807 7.771202
3487126 15.375568 7.780567
3491107 15.375568 7.841777
3493785 15.375568 7.882953
3493819 15.375568 7.883475
3493850 10.522495 7.883952
3494079 10.171685 7.886362
3494618 8.849507 7.891844
3494695 5.31829 7.892526
3495541 5.118121 7.897025
3495672 4.850084 7.897695
3495981 4.748857 7.899194
3496054 4.675944 7.899541
3496143 4.661881 7.899957
3496479 4.597155 7.901523
3497109 3.435612 7.90442
3500575 3.431322 7.916327
3501180 3.431322 7.918403
3504073 3.426353 7.92833
3507861 3.431969 7.941309
3508249 3.441237 7.942641
3510544 7.064486 7.950538
3510633 17.095333 7.951167
3511295 17.121327 7.962484
3511566 17.127258 7.967124
3512341 14.098626 7.980398
3512516 9.460808 7.982865
3512800 7.46762 7.985552
3520871 3.556982 8.045823
3524143 3.562109 8.057462
3529389 3.565275 8.076148
3531595 3.55069 8.084013
3538835 1.094459 8.10972
3542969 0.578831 8.114245
3543493 0.267317 8.114548
3543951 0.189258 8.114671
3543959 0.181956 8.114672
3544346 0.164416 8.114742
3544868 0.15363 8.114828
3545493 0.153353 8.114924
3545612 0.151255 8.114943
3546772 0.151344 8.115118
3546935 0.151641 8.115143
3547769 0.152195 8.115269
3548136 0.154093 8.115325
3548198 0.156808 8.115335
3548832 0.172132 8.115434
3549197 0.228262 8.115497
3551308 0.404175 8.115979
3551792 0.405347 8.116174
3553828 0.408235 8.117
3553989 0.424312 8.117065
3554589 0.415224 8.11732
3554624 0.415285 8.117334
3554988 0.457229 8.117486
3555428 0.523785 8.117687
3555870 0.5239 8.117918
3558228 0.445268 8.119154
3558262 0.372697 8.119169
3559482 0.372509 8.119623
3561008 0.372055 8.120192
3563514 0.349509 8.121124
3564818 0.34402 8.12158
3566279 0.34039 8.122083
3572774 9.625314 8.124294
3577321 4.057125 8.16806
3579828 17.735986 8.178231
3581961 17.775632 8.216062
3583692 6.616424 8.246831
3584771 6.050355 8.253971
3585041 6.000189 8.255604
3586250 6.006487 8.262858
3586428 5.999429 8.263928
3586450 5.979863 8.26406
3586700 5.979863 8.265555
3587377 5.994454 8.269603
3587505 5.999973 8.27037
3587923 6.0044 8.272878
3588901 6.056274 8.27875
3589001 6.105469 8.279356
3589880 6.116261 8.284723
3591448 6.121924 8.294313
3592187 6.244814 8.298837
3592436 6.205583 8.300392
3592483 6.250127 8.300684
3597017 6.676718 8.329022
3601798 16.993975 8.360943
3606441 16.993975 8.439846
3607520 3.735825 8.458183
3608594 3.611557 8.462195
3611892 3.588975 8.474106
3616601 3.59085 8.491007
3618783 3.578919 8.498842
3620180 0.810235 8.503842
3622306 0.758443 8.505564
3628677 0.755811 8.510396
3630476 0.758561 8.511756
3630525 0.763662 8.511793
3632608 2.862163 8.513384
3633380 4.569374 8.515593
3633537 4.961475 8.516311
3634660 4.853696 8.521882
3635465 5.020747 8.52579
3635591 5.025246 8.526422
3635981 4.510225 8.528382
3636226 3.870414 8.529487
